정류장명,정류장번호(ARS_ID),권종구분,승하차구분,거래건수
31사단,4356,어린이,승차,43
31사단,4356,어린이,환승,1
31사단,4356,일반,승차,4713
31사단,4356,일반,환승,156
31사단,4356,청소년,승차,752
31사단,4356,청소년,환승,17
31사단,4357,어린이,승차,1519
31사단,4357,어린이,환승,4
31사단,4357,일반,승차,58236
31사단,4357,일반,환승,791
31사단,4357,청소년,승차,3959
31사단,4357,청소년,환승,43
4.19기념관,1005,어린이,승차,928
4.19기념관,1005,어린이,환승,41
4.19기념관,1005,일반,승차,57167
4.19기념관,1005,일반,환승,10164
4.19기념관,1005,청소년,승차,5225
4.19기념관,1005,청소년,환승,525
4.19기념관,1006,어린이,승차,423
4.19기념관,1006,어린이,환승,27
4.19기념관,1006,일반,승차,53704
4.19기념관,1006,일반,환승,9061
4.19기념관,1006,청소년,승차,3577
4.19기념관,1006,청소년,환승,594
4수원지,4263,어린이,승차,18
4수원지,4263,일반,승차,1782
4수원지,4263,일반,환승,70
4수원지,4263,청소년,승차,73
4수원지,4264,어린이,승차,5
4수원지,4264,일반,승차,277
4수원지,4264,일반,환승,55
4수원지,4264,청소년,승차,6
4수원지위,4267,어린이,승차,5
4수원지위,4267,일반,승차,1133
4수원지위,4267,일반,환승,29
4수원지위,4267,청소년,승차,4
4수원지위,4268,일반,승차,268
5.18기념공원,2060,어린이,승차,131
5.18기념공원,2060,일반,승차,3930
5.18기념공원,2060,일반,환승,189
5.18기념공원,2060,청소년,승차,1015
5.18기념공원,2060,청소년,환승,23
5.18기념공원,2061,어린이,승차,600
5.18기념공원,2061,어린이,환승,4
5.18기념공원,2061,일반,승차,23319
5.18기념공원,2061,일반,환승,849
5.18기념공원,2061,청소년,승차,3223
5.18기념공원,2061,청소년,환승,143
5.18기념문화센터,2062,어린이,승차,727
5.18기념문화센터,2062,어린이,환승,21
5.18기념문화센터,2062,일반,승차,28828
5.18기념문화센터,2062,일반,환승,2306
5.18기념문화센터,2062,청소년,승차,8627
5.18기념문화센터,2062,청소년,환승,346
5.18기념문화센터,2063,어린이,승차,3922
5.18기념문화센터,2063,어린이,환승,16
5.18기념문화센터,2063,일반,승차,22791
5.18기념문화센터,2063,일반,환승,1171
5.18기념문화센터,2063,청소년,승차,14076
5.18기념문화센터,2063,청소년,환승,222
5.18자유공원,2209,어린이,승차,478
5.18자유공원,2209,어린이,환승,12
5.18자유공원,2209,일반,승차,31510
5.18자유공원,2209,일반,환승,943
5.18자유공원,2209,청소년,승차,5540
5.18자유공원,2209,청소년,환승,60
5.18자유공원,2210,어린이,승차,1
5.18자유공원,2210,일반,승차,60
5.18자유공원,2210,일반,환승,22
5.18자유공원,2210,청소년,승차,2
5.18자유공원,2210,청소년,환승,2
518민주화운동기록관,1137,어린이,승차,417
518민주화운동기록관,1137,어린이,환승,7
518민주화운동기록관,1137,일반,승차,30236
518민주화운동기록관,1137,일반,환승,2273
518민주화운동기록관,1137,청소년,승차,5787
518민주화운동기록관,1137,청소년,환승,258
CBS방송국,2013,어린이,승차,1160
CBS방송국,2013,어린이,환승,63
CBS방송국,2013,일반,승차,115197
CBS방송국,2013,일반,환승,7318
CBS방송국,2013,청소년,승차,11206
CBS방송국,2013,청소년,환승,834
CBS방송국,2014,어린이,승차,1552
CBS방송국,2014,어린이,환승,27
CBS방송국,2014,일반,승차,49566
CBS방송국,2014,일반,환승,5358
CBS방송국,2014,청소년,승차,7837
CBS방송국,2014,청소년,환승,338
KT&G광주공장,4077,어린이,승차,678
KT&G광주공장,4077,어린이,환승,32
KT&G광주공장,4077,일반,승차,15655
KT&G광주공장,4077,일반,환승,1435
KT&G광주공장,4077,청소년,승차,3344
KT&G광주공장,4077,청소년,환승,272
KT&G광주공장,4078,어린이,승차,1555
KT&G광주공장,4078,어린이,환승,15
KT&G광주공장,4078,일반,승차,57266
KT&G광주공장,4078,일반,환승,1294
KT&G광주공장,4078,청소년,승차,9026
KT&G광주공장,4078,청소년,환승,188
KTX체육기지,5980,어린이,승차,8
KTX체육기지,5980,어린이,환승,1
KTX체육기지,5980,일반,승차,1948
KTX체육기지,5980,일반,환승,34
KTX체육기지,5980,청소년,승차,300
KTX체육기지,5980,청소년,환승,3
LG전자광주물류센터,5888,일반,승차,17
LG전자광주물류센터,5888,청소년,승차,3
LG전자광주물류센터,5889,어린이,승차,27
LG전자광주물류센터,5889,일반,승차,9280
LG전자광주물류센터,5889,일반,환승,8
LG전자광주물류센터,5889,청소년,승차,417
RTM,5884,어린이,승차,1
RTM,5884,일반,승차,58
RTM,5884,청소년,승차,3
RTM,5885,어린이,승차,1
RTM,5885,일반,승차,10309
RTM,5885,일반,환승,14
RTM,5885,청소년,승차,308
가마,5031,어린이,승차,2
가마,5031,일반,승차,742
가마,5031,일반,환승,1
가마,5031,청소년,승차,45
가마,5032,일반,승차,463
가마,5032,청소년,승차,49
가사문학관,6093,어린이,승차,2
가사문학관,6093,일반,승차,39
가사문학관,6094,어린이,승차,28
가사문학관,6094,일반,승차,599
가사문학관,6094,일반,환승,5
가사문학관,6094,청소년,승차,19
가산,5585,일반,승차,465
가산,5585,청소년,승차,8
가산,5586,일반,승차,2
가산(북),5587,일반,승차,16
가산(북),5588,일반,승차,1
가삼,5119,일반,승차,1
가삼,5120,어린이,승차,2
가삼,5120,일반,승차,321
가삼,5120,일반,환승,2
가삼,5120,청소년,승차,3
가삼,5120,청소년,환승,2
가야농원,1091,일반,승차,1
가야농원,1091,일반,환승,1
가야농원,1092,일반,승차,1
가정,5323,일반,승차,2
가정,5324,일반,승차,719
가정,5324,일반,환승,1
가정,5324,청소년,승차,6
가톨릭대평생교육원,2082,어린이,승차,299
가톨릭대평생교육원,2082,어린이,환승,4
가톨릭대평생교육원,2082,일반,승차,13252
가톨릭대평생교육원,2082,일반,환승,424
가톨릭대평생교육원,2082,청소년,승차,1295
가톨릭대평생교육원,2082,청소년,환승,32
가톨릭대평생교육원,2083,어린이,승차,187
가톨릭대평생교육원,2083,어린이,환승,46
가톨릭대평생교육원,2083,일반,승차,11210
가톨릭대평생교육원,2083,일반,환승,4217
가톨릭대평생교육원,2083,청소년,승차,2420
가톨릭대평생교육원,2083,청소년,환승,589
각화무등파크,4173,어린이,승차,1366
각화무등파크,4173,어린이,환승,4
각화무등파크,4173,일반,승차,70153
각화무등파크,4173,일반,환승,736
각화무등파크,4173,청소년,승차,8248
각화무등파크,4173,청소년,환승,44
각화무등파크,4222,어린이,승차,5
각화무등파크,4222,일반,승차,1428
각화무등파크,4222,일반,환승,110
각화무등파크,4222,청소년,승차,146
각화무등파크,4222,청소년,환승,5
각화중,4575,어린이,승차,149
각화중,4575,일반,승차,212
각화중,4575,일반,환승,118
각화중,4575,청소년,승차,42
각화중,4575,청소년,환승,18
각화중,4576,어린이,승차,625
각화중,4576,일반,승차,10725
각화중,4576,일반,환승,509
각화중,4576,청소년,승차,662
각화중,4576,청소년,환승,24
각화초교,4214,어린이,승차,267
각화초교,4214,어린이,환승,6
각화초교,4214,일반,승차,17374
각화초교,4214,일반,환승,1275
각화초교,4214,청소년,승차,3219
각화초교,4214,청소년,환승,232
갈전,6423,어린이,승차,1
갈전,6423,일반,승차,31
갈전,6423,청소년,승차,9
갈전,6424,일반,승차,5
갈전,6424,청소년,승차,1
갑향리,6108,일반,승차,9
강의리,6109,어린이,승차,2
강의리,6109,일반,승차,506
강의리,6109,청소년,승차,1
강의리,6110,어린이,승차,54
강의리,6110,일반,승차,1684
강의리,6110,청소년,승차,10
개동,3001,일반,승차,62
개동,3001,청소년,승차,1
개동,3002,일반,승차,31
개동,3002,일반,환승,8
개동,3002,청소년,승차,2
거진,4003,어린이,승차,1398
거진,4003,어린이,환승,25
거진,4003,일반,승차,89633
거진,4003,일반,환승,2860
거진,4003,청소년,승차,11447
거진,4003,청소년,환승,454
거진,4004,어린이,승차,259
거진,4004,어린이,환승,137
거진,4004,일반,승차,15246
거진,4004,일반,환승,3655
거진,4004,청소년,승차,655
거진,4004,청소년,환승,436
건강협회,2052,어린이,승차,122
건강협회,2052,어린이,환승,40
건강협회,2052,일반,승차,33927
건강협회,2052,일반,환승,4662
건강협회,2052,청소년,승차,2577
건강협회,2052,청소년,환승,487
건강협회,2053,어린이,승차,466
건강협회,2053,어린이,환승,20
건강협회,2053,일반,승차,38893
건강협회,2053,일반,환승,3795
건강협회,2053,청소년,승차,4408
건강협회,2053,청소년,환승,431
건강협회(남),2321,어린이,승차,31
건강협회(남),2321,어린이,환승,9
건강협회(남),2321,일반,승차,3246
건강협회(남),2321,일반,환승,282
건강협회(남),2321,청소년,승차,226
건강협회(남),2321,청소년,환승,37
건국동파출소,4001,어린이,승차,1720
건국동파출소,4001,어린이,환승,33
건국동파출소,4001,일반,승차,72383
건국동파출소,4001,일반,환승,1215
건국동파출소,4001,청소년,승차,12357
건국동파출소,4001,청소년,환승,198
건국동파출소,4002,어린이,승차,497
건국동파출소,4002,어린이,환승,11
건국동파출소,4002,일반,승차,6748
건국동파출소,4002,일반,환승,1179
건국동파출소,4002,청소년,승차,2895
건국동파출소,4002,청소년,환승,78
건국동행정복지센터,4005,어린이,승차,3
건국동행정복지센터,4005,어린이,환승,2
건국동행정복지센터,4005,일반,승차,1361
건국동행정복지센터,4005,일반,환승,168
건국동행정복지센터,4005,청소년,승차,32
건국동행정복지센터,4005,청소년,환승,5
건국동행정복지센터,4006,어린이,승차,23
건국동행정복지센터,4006,어린이,환승,1
건국동행정복지센터,4006,일반,승차,4871
건국동행정복지센터,4006,일반,환승,304
건국동행정복지센터,4006,청소년,승차,151
건국동행정복지센터,4006,청소년,환승,9
검문소,5460,일반,승차,5
검문소,5460,일반,환승,1
검문소,5460,청소년,승차,1
검문소,5461,일반,승차,90
검문소,5461,일반,환승,1
경방,5494,일반,승차,1767
경방,5494,일반,환승,2
경방,5494,청소년,승차,69
경방,5495,어린이,승차,3
경방,5495,어린이,환승,1
경방,5495,일반,승차,4354
경방,5495,일반,환승,5
경방,5495,청소년,승차,43
경신여고,4434,어린이,승차,2694
경신여고,4434,어린이,환승,1724
경신여고,4434,일반,승차,224904
경신여고,4434,일반,환승,303456
경신여고,4434,청소년,승차,33182
경신여고,4434,청소년,환승,19893
경신여고,4435,어린이,승차,6823
경신여고,4435,어린이,환승,2486
경신여고,4435,일반,승차,218675
경신여고,4435,일반,환승,348490
경신여고,4435,청소년,승차,51492
경신여고,4435,청소년,환승,29852
경신여고(일방로),4436,어린이,승차,1671
경신여고(일방로),4436,어린이,환승,263
경신여고(일방로),4436,일반,승차,22687
경신여고(일방로),4436,일반,환승,61382
경신여고(일방로),4436,청소년,승차,14227
경신여고(일방로),4436,청소년,환승,5945
경암근린공원,5801,어린이,승차,34
경암근린공원,5801,일반,승차,6458
경암근린공원,5801,일반,환승,523
경암근린공원,5801,청소년,승차,152
경암근린공원,5801,청소년,환승,14
경암근린공원,5802,어린이,승차,118
경암근린공원,5802,어린이,환승,3
경암근린공원,5802,일반,승차,14039
경암근린공원,5802,일반,환승,562
경암근린공원,5802,청소년,승차,903
경암근린공원,5802,청소년,환승,53
경제고용진흥원,5115,일반,승차,253
경제고용진흥원,5115,일반,환승,1
경제고용진흥원,5115,청소년,승차,1
경제고용진흥원,5116,일반,승차,848
경제고용진흥원,5116,청소년,승차,6
계림사거리,1001,어린이,승차,352
계림사거리,1001,어린이,환승,1
계림사거리,1001,일반,승차,15255
계림사거리,1001,일반,환승,1024
계림사거리,1001,청소년,승차,1381
계림사거리,1001,청소년,환승,47
계림사거리,1002,어린이,승차,495
계림사거리,1002,어린이,환승,11
계림사거리,1002,일반,승차,44440
계림사거리,1002,일반,환승,1785
계림사거리,1002,청소년,승차,1874
계림사거리,1002,청소년,환승,69
계림초교후문,1011,어린이,승차,615
계림초교후문,1011,어린이,환승,2
계림초교후문,1011,일반,승차,6921
계림초교후문,1011,일반,환승,34
계림초교후문,1011,청소년,승차,3034
계림초교후문,1011,청소년,환승,5
계림초교후문,1012,일반,승차,76
계림초교후문,1012,일반,환승,4
계림초교후문,1012,청소년,승차,4
계림초교후문,1012,청소년,환승,1
계소리,6335,어린이,승차,80
계소리,6335,일반,승차,881
계소리,6335,청소년,승차,169
계소리,6336,어린이,승차,3
계소리,6336,일반,승차,12
계소리1구,6469,일반,승차,250
계소리1구,6469,청소년,승차,14
계소리1구,6470,어린이,승차,157
계소리1구,6470,일반,승차,4489
계소리1구,6470,일반,환승,4
계소리1구,6470,청소년,승차,958
계소리1구,6470,청소년,환승,1
계소리3구입구,6453,일반,승차,39
계소리3구입구,6453,청소년,승차,3
계소리3구입구,6454,일반,승차,10
계수,2174,어린이,승차,572
계수,2174,어린이,환승,2
계수,2174,일반,승차,30728
계수,2174,일반,환승,842
계수,2174,청소년,승차,4116
계수,2174,청소년,환승,98
계수,2175,어린이,승차,142
계수,2175,어린이,환승,6
계수,2175,일반,승차,16964
계수,2175,일반,환승,1173
계수,2175,청소년,승차,1167
계수,2175,청소년,환승,75
계수초교,2230,어린이,승차,1776
계수초교,2230,어린이,환승,21
계수초교,2230,일반,승차,79223
계수초교,2230,일반,환승,1809
계수초교,2230,청소년,승차,11928
계수초교,2230,청소년,환승,254
계수초교,2231,어린이,승차,156
계수초교,2231,어린이,환승,3
계수초교,2231,일반,승차,9809
계수초교,2231,일반,환승,335
계수초교,2231,청소년,승차,1636
계수초교,2231,청소년,환승,74
고내입구,4007,어린이,승차,39
고내입구,4007,어린이,환승,2
고내입구,4007,일반,승차,3174
고내입구,4007,일반,환승,60
고내입구,4007,청소년,승차,82
고내입구,4007,청소년,환승,5
고내입구,4008,어린이,승차,11
고내입구,4008,어린이,환승,12
고내입구,4008,일반,승차,4565
고내입구,4008,일반,환승,1346
고내입구,4008,청소년,승차,248
고내입구,4008,청소년,환승,57
고려고,4250,어린이,승차,9067
고려고,4250,어린이,환승,201
고려고,4250,일반,승차,52723
고려고,4250,일반,환승,11771
고려고,4250,청소년,승차,39371
고려고,4250,청소년,환승,1910
고려고,4251,어린이,승차,2746
고려고,4251,어린이,환승,182
고려고,4251,일반,승차,129072
고려고,4251,일반,환승,11208
고려고,4251,청소년,승차,28270
고려고,4251,청소년,환승,1746
고려병원,6339,어린이,승차,4
고려병원,6339,일반,승차,148
고려병원,6339,청소년,승차,5
고려병원,6340,어린이,승차,9
고려병원,6340,일반,승차,4637
고려병원,6340,일반,환승,17
고려병원,6340,청소년,승차,396
고려병원,6340,청소년,환승,5
고령친화종합체험관,3264,어린이,승차,1
고령친화종합체험관,3264,일반,승차,189
고령친화종합체험관,3264,일반,환승,6
고령친화종합체험관,3264,청소년,승차,3
고령친화종합체험관,3265,어린이,승차,2
고령친화종합체험관,3265,일반,승차,3350
고령친화종합체험관,3265,일반,환승,64
고령친화종합체험관,3265,청소년,승차,28
고령친화종합체험관,3265,청소년,환승,4
고룡정보산업학교,5325,일반,승차,13
고룡정보산업학교,5325,일반,환승,1
고룡정보산업학교,5326,일반,승차,545
고룡정보산업학교,5326,일반,환승,1
고서사거리,6069,어린이,승차,13
고서사거리,6069,일반,승차,1445
고서사거리,6069,일반,환승,8
고서사거리,6069,청소년,승차,185
고서사거리,6070,일반,승차,225
고서사거리,6070,일반,환승,6
고서사거리,6070,청소년,승차,6
고서중,6072,어린이,승차,24
고서중,6072,일반,승차,212
고서중,6072,일반,환승,2
고서중,6072,청소년,승차,108
고성리,6159,어린이,승차,6
고성리,6159,일반,승차,609
고성리,6159,청소년,승차,20
고성리,6159,청소년,환승,2
고성리,6160,어린이,승차,1
고성리,6160,일반,승차,3
고성리,6160,청소년,승차,2
고실마을,5733,어린이,승차,6
고실마을,5733,일반,승차,276
고실마을,5733,일반,환승,12
고실마을,5733,청소년,승차,116
고실마을,5733,청소년,환승,1
고실마을,5734,어린이,승차,3099
고실마을,5734,어린이,환승,18
고실마을,5734,일반,승차,39030
고실마을,5734,일반,환승,1546
고실마을,5734,청소년,승차,22122
고실마을,5734,청소년,환승,194
골옷교,5871,어린이,승차,196
골옷교,5871,어린이,환승,3
골옷교,5871,일반,승차,13066
골옷교,5871,일반,환승,189
골옷교,5871,청소년,승차,2341
골옷교,5871,청소년,환승,39
골옷교,5872,어린이,승차,82
골옷교,5872,어린이,환승,6
골옷교,5872,일반,승차,7071
골옷교,5872,일반,환승,179
골옷교,5872,청소년,승차,986
골옷교,5872,청소년,환승,23
공간아파트,4196,어린이,승차,13
공간아파트,4196,어린이,환승,19
공간아파트,4196,일반,승차,460
공간아파트,4196,일반,환승,406
공간아파트,4196,청소년,승차,72
공간아파트,4196,청소년,환승,111
공구단지,2092,어린이,승차,25
공구단지,2092,어린이,환승,10
공구단지,2092,일반,승차,19808
공구단지,2092,일반,환승,777
공구단지,2092,청소년,승차,492
공구단지,2092,청소년,환승,53
공구단지,2093,어린이,승차,2
공구단지,2093,어린이,환승,1
공구단지,2093,일반,승차,318
공구단지,2093,일반,환승,257
공구단지,2093,청소년,승차,21
공구단지,2093,청소년,환승,96
공구의거리,4444,어린이,승차,170
공구의거리,4444,어린이,환승,12
공구의거리,4444,일반,승차,10796
공구의거리,4444,일반,환승,2550
공구의거리,4444,청소년,승차,865
공구의거리,4444,청소년,환승,220
공구의거리,4445,어린이,승차,10
공구의거리,4445,어린이,환승,3
공구의거리,4445,일반,승차,4814
공구의거리,4445,일반,환승,553
공구의거리,4445,청소년,승차,167
공구의거리,4445,청소년,환승,28
공군부대,5001,어린이,승차,8
공군부대,5001,어린이,환승,2
공군부대,5001,일반,승차,1196
공군부대,5001,일반,환승,191
공군부대,5001,청소년,승차,59
공군부대,5001,청소년,환승,17
공군부대,5002,어린이,승차,20
공군부대,5002,어린이,환승,23
공군부대,5002,일반,승차,1537
공군부대,5002,일반,환승,2066
공군부대,5002,청소년,승차,130
공군부대,5002,청소년,환승,119
공군부대정문,5874,일반,승차,78
공군부대정문,5874,청소년,승차,2
공군부대정문,5875,일반,승차,633
공군부대정문,5875,일반,환승,36
공군부대정문,5875,청소년,승차,90
공군부대정문,5875,청소년,환승,7
공군부대후문,5003,어린이,승차,17
공군부대후문,5003,어린이,환승,1
공군부대후문,5003,일반,승차,534
공군부대후문,5003,일반,환승,335
공군부대후문,5003,청소년,승차,59
공군부대후문,5003,청소년,환승,19
공군부대후문,5913,어린이,승차,404
공군부대후문,5913,어린이,환승,4
공군부대후문,5913,일반,승차,7863
공군부대후문,5913,일반,환승,576
공군부대후문,5913,청소년,승차,2600
공군부대후문,5913,청소년,환승,150
공원묘지,4271,어린이,승차,14
공원묘지,4271,일반,승차,3144
공원묘지,4271,일반,환승,4
공원묘지,4271,청소년,승차,23
공원묘지,4272,어린이,승차,2
공원묘지,4272,일반,승차,229
공원묘지,4272,일반,환승,1
공원묘지,4272,청소년,승차,6
공원묘지입구,4273,일반,승차,48
공원묘지입구,4273,일반,환승,3
공항,5628,어린이,승차,3
공항,5628,일반,승차,784
공항,5628,일반,환승,5
공항,5628,청소년,승차,17
공항,5628,청소년,환승,4
공항역,5202,어린이,승차,10
공항역,5202,어린이,환승,13
공항역,5202,일반,승차,2058
공항역,5202,일반,환승,4810
공항역,5202,청소년,승차,143
공항역,5202,청소년,환승,277
공항역,5203,어린이,승차,756
공항역,5203,어린이,환승,169
공항역,5203,일반,승차,33825
공항역,5203,일반,환승,26709
공항역,5203,청소년,승차,3008
공항역,5203,청소년,환승,3262
과기원,4009,어린이,승차,16
과기원,4009,어린이,환승,2
과기원,4009,일반,승차,1212
과기원,4009,일반,환승,132
과기원,4009,청소년,승차,62
과기원,4009,청소년,환승,11
과기원,5392,어린이,승차,312
과기원,5392,어린이,환승,9
과기원,5392,일반,승차,6621
과기원,5392,일반,환승,1249
과기원,5392,청소년,승차,1103
과기원,5392,청소년,환승,76
관두,5781,일반,승차,6
관두,5782,일반,승차,356
광곡입구,3146,어린이,승차,3
광곡입구,3146,일반,승차,70
광곡입구,3146,청소년,승차,14
광곡입구,3147,어린이,승차,4123
광곡입구,3147,어린이,환승,5
광곡입구,3147,일반,승차,48354
광곡입구,3147,일반,환승,354
광곡입구,3147,청소년,승차,13984
광곡입구,3147,청소년,환승,35
광남고,6001,일반,승차,184
광남고,6001,청소년,승차,2
광남고,6002,어린이,승차,3
광남고,6002,일반,승차,1882
광남고,6002,일반,환승,1
광남고,6002,청소년,승차,79
광림초교입구,2451,어린이,승차,29
광림초교입구,2451,일반,승차,5015
광림초교입구,2451,일반,환승,69
광림초교입구,2451,청소년,승차,381
광림초교입구,2451,청소년,환승,6
광명하이츠후문,2176,어린이,승차,415
광명하이츠후문,2176,어린이,환승,60
광명하이츠후문,2176,일반,승차,35378
광명하이츠후문,2176,일반,환승,3004
광명하이츠후문,2176,청소년,승차,4615
광명하이츠후문,2176,청소년,환승,415
광명하이츠후문,2177,어린이,승차,37
광명하이츠후문,2177,어린이,환승,10
광명하이츠후문,2177,일반,승차,9122
광명하이츠후문,2177,일반,환승,1003
광명하이츠후문,2177,청소년,승차,617
광명하이츠후문,2177,청소년,환승,165
광산경찰서,5252,어린이,승차,51
광산경찰서,5252,어린이,환승,14
광산경찰서,5252,일반,승차,23505
광산경찰서,5252,일반,환승,1698
광산경찰서,5252,청소년,승차,1226
광산경찰서,5252,청소년,환승,180
광산경찰서,5253,어린이,승차,33
광산경찰서,5253,어린이,환승,8
광산경찰서,5253,일반,승차,3328
광산경찰서,5253,일반,환승,970
광산경찰서,5253,청소년,승차,329
광산경찰서,5253,청소년,환승,31
광산구노인복지회관,5289,어린이,승차,120
광산구노인복지회관,5289,어린이,환승,6
광산구노인복지회관,5289,일반,승차,20354
광산구노인복지회관,5289,일반,환승,648
광산구노인복지회관,5289,청소년,승차,1960
광산구노인복지회관,5289,청소년,환승,57
광산구노인복지회관,5290,어린이,승차,539
광산구노인복지회관,5290,어린이,환승,5
광산구노인복지회관,5290,일반,승차,18396
광산구노인복지회관,5290,일반,환승,721
광산구노인복지회관,5290,청소년,승차,1474
광산구노인복지회관,5290,청소년,환승,125
광산구유스호스텔,5121,일반,승차,87
광산구유스호스텔,5122,일반,승차,18
광산구청,5153,어린이,승차,364
광산구청,5153,어린이,환승,52
광산구청,5153,일반,승차,17828
광산구청,5153,일반,환승,7258
광산구청,5153,청소년,승차,845
광산구청,5153,청소년,환승,686
광산구청,5217,어린이,승차,714
광산구청,5217,어린이,환승,105
광산구청,5217,일반,승차,100553
광산구청,5217,일반,환승,17335
광산구청,5217,청소년,승차,3929
광산구청,5217,청소년,환승,1401
광산소방서입구,5572,어린이,승차,37
광산소방서입구,5572,일반,승차,4444
광산소방서입구,5572,일반,환승,247
광산소방서입구,5572,청소년,승차,241
광산소방서입구,5572,청소년,환승,8
광산소방서입구,5573,어린이,승차,1
광산소방서입구,5573,일반,승차,2947
광산소방서입구,5573,일반,환승,1924
광산소방서입구,5573,청소년,승차,43
광산소방서입구,5573,청소년,환승,40
광산우산동행정복지센터,5740,어린이,승차,92
광산우산동행정복지센터,5740,어린이,환승,11
광산우산동행정복지센터,5740,일반,승차,7506
광산우산동행정복지센터,5740,일반,환승,345
광산우산동행정복지센터,5740,청소년,승차,543
광산우산동행정복지센터,5740,청소년,환승,185
광산우산동행정복지센터,5741,일반,승차,232
광산우산동행정복지센터,5741,일반,환승,3
광산우산동행정복지센터,5741,청소년,승차,8
광산우산동행정복지센터,5741,청소년,환승,2
광산중,5271,어린이,승차,1295
광산중,5271,어린이,환승,145
광산중,5271,일반,승차,69933
광산중,5271,일반,환승,7167
광산중,5271,청소년,승차,9798
광산중,5271,청소년,환승,1268
광산중,5272,어린이,승차,1259
광산중,5272,어린이,환승,101
광산중,5272,일반,승차,67109
광산중,5272,일반,환승,4944
광산중,5272,청소년,승차,7576
광산중,5272,청소년,환승,1018
광신대교,4140,어린이,승차,17
광신대교,4140,어린이,환승,1
광신대교,4140,일반,승차,6101
광신대교,4140,일반,환승,273
광신대교,4140,청소년,승차,90
광신대교,4140,청소년,환승,35
광신대교,4141,어린이,승차,11
광신대교,4141,일반,승차,4577
광신대교,4141,일반,환승,276
광신대교,4141,청소년,승차,70
광신대교,4141,청소년,환승,31
광신아파트,4168,어린이,승차,28
광신아파트,4168,어린이,환승,1
광신아파트,4168,일반,승차,1947
광신아파트,4168,일반,환승,79
광신아파트,4168,청소년,승차,81
광신아파트,4168,청소년,환승,14
광신아파트,4169,어린이,승차,112
광신아파트,4169,어린이,환승,26
광신아파트,4169,일반,승차,4131
광신아파트,4169,일반,환승,1509
광신아파트,4169,청소년,승차,318
광신아파트,4169,청소년,환승,167
광암교입구,4437,어린이,승차,152
광암교입구,4437,어린이,환승,3
광암교입구,4437,일반,승차,19708
광암교입구,4437,일반,환승,1249
광암교입구,4437,청소년,승차,1236
광암교입구,4437,청소년,환승,205
광암교입구,4438,어린이,승차,65
광암교입구,4438,어린이,환승,2
광암교입구,4438,일반,승차,17782
광암교입구,4438,일반,환승,1300
광암교입구,4438,청소년,승차,918
광암교입구,4438,청소년,환승,73
광암복림,5625,일반,승차,73
광암복림,5625,청소년,승차,1
광암복림,5626,일반,승차,219
광암복림,5626,청소년,승차,3
광이리,6003,어린이,승차,5
광이리,6003,일반,승차,520
광이리,6003,청소년,승차,16
광이리,6004,어린이,승차,5
광이리,6004,일반,승차,36
광이리,6004,청소년,승차,22
광일고,5327,어린이,승차,11
광일고,5327,어린이,환승,2
광일고,5327,일반,승차,2744
광일고,5327,일반,환승,126
광일고,5327,청소년,승차,301
광일고,5327,청소년,환승,13
광일고,5328,일반,승차,275
광일고,5328,일반,환승,128
광일고,5328,청소년,승차,17
광일고,5328,청소년,환승,3
광주고/419역사관,1003,어린이,승차,926
광주고/419역사관,1003,어린이,환승,41
광주고/419역사관,1003,일반,승차,81372
광주고/419역사관,1003,일반,환승,9347
광주고/419역사관,1003,청소년,승차,10395
광주고/419역사관,1003,청소년,환승,703
광주고/419역사관,1004,어린이,승차,1878
광주고/419역사관,1004,어린이,환승,31
광주고/419역사관,1004,일반,승차,83423
광주고/419역사관,1004,일반,환승,10351
광주고/419역사관,1004,청소년,승차,28101
광주고/419역사관,1004,청소년,환승,588
광주공고,4572,어린이,승차,195
광주공고,4572,어린이,환승,303
광주공고,4572,일반,승차,701
광주공고,4572,일반,환승,2193
광주공고,4572,청소년,승차,535
광주공고,4572,청소년,환승,2723
광주공고입구,4197,어린이,승차,10096
광주공고입구,4197,어린이,환승,1071
광주공고입구,4197,일반,승차,148214
광주공고입구,4197,일반,환승,92421
광주공고입구,4197,청소년,승차,51355
광주공고입구,4197,청소년,환승,10248
광주공고입구,4198,어린이,승차,6111
광주공고입구,4198,어린이,환승,1551
광주공고입구,4198,일반,승차,221468
광주공고입구,4198,일반,환승,66718
광주공고입구,4198,청소년,승차,47816
광주공고입구,4198,청소년,환승,10916
광주공원,1109,어린이,승차,11
광주공원,1109,일반,승차,2900
광주공원,1109,일반,환승,44
광주공원,1109,청소년,승차,154
광주공원,1109,청소년,환승,2
광주공원,3137,어린이,승차,36
광주공원,3137,일반,승차,3543
광주공원,3137,일반,환승,49
광주공원,3137,청소년,승차,92
광주공원,3137,청소년,환승,3
광주광역시교육청(광덕고),2287,어린이,승차,533
광주광역시교육청(광덕고),2287,어린이,환승,4
광주광역시교육청(광덕고),2287,일반,승차,12452
광주광역시교육청(광덕고),2287,일반,환승,367
광주광역시교육청(광덕고),2287,청소년,승차,5841
광주광역시교육청(광덕고),2287,청소년,환승,53
광주광역시교육청(광덕고),2288,어린이,승차,1025
광주광역시교육청(광덕고),2288,어린이,환승,2
광주광역시교육청(광덕고),2288,일반,승차,29671
광주광역시교육청(광덕고),2288,일반,환승,293
광주광역시교육청(광덕고),2288,청소년,승차,6495
광주광역시교육청(광덕고),2288,청소년,환승,42
광주교도소,4636,어린이,승차,7
광주교도소,4636,일반,승차,159
