순번,단속일시,단속장소,위도,경도
1,2022-01-01,광주광역시 서구 동천동 593,35.17161683,126.86553
2,2022-01-01,광주광역시 서구 매월동 621-18,35.11312913,126.8572354
3,2022-01-01,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
4,2022-01-01,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
5,2022-01-01,광주광역시 서구 치평동 1220-6,35.15409988,126.8527453
6,2022-01-01,광주광역시 서구 치평동 1233-11,35.1532732,126.849212
7,2022-01-01,광주광역시 서구 치평동 1244-2,35.15115421,126.8538951
8,2022-01-01,광주광역시 서구 화정동 178-36,35.15512039,126.8809378
9,2022-01-01,광주광역시 서구 화정동 23-10,35.15826299,126.8796106
10,2022-01-02,광주광역시 서구 동천동 650,35.16824079,126.86887
11,2022-01-02,광주광역시 서구 동천동 624,35.17147266,126.8684301
12,2022-01-02,광주광역시 서구 동천동 624,35.17147266,126.8684301
13,2022-01-02,광주광역시 서구 동천동 624,35.17147266,126.8684301
14,2022-01-02,광주광역시 서구 동천동 593,35.17161683,126.86553
15,2022-01-02,광주광역시 서구 동천동 590,35.17164795,126.8650027
16,2022-01-02,광주광역시 서구 동천동 588,35.1716801,126.8645851
17,2022-01-02,광주광역시 서구 동천동 605,35.17125632,126.865535
18,2022-01-02,광주광역시 서구 광천동 22,35.162802,126.8870124
19,2022-01-02,광주광역시 서구 금호동 740-1,35.13958631,126.8612226
20,2022-01-02,광주광역시 서구 금호동 740-2,35.1384418,126.8612495
21,2022-01-02,광주광역시 서구 금호동 779,35.13415217,126.861353
22,2022-01-02,광주광역시 서구 농성동 281-2,35.15266385,126.8892466
23,2022-01-02,광주광역시 서구 농성동 482-15,35.15384837,126.8857184
24,2022-01-02,광주광역시 서구 농성동 59-2,35.15338552,126.8942414
25,2022-01-02,광주광역시 서구 동천동 547,35.16882012,126.8604644
26,2022-01-02,광주광역시 서구 동천동 585,35.17138666,126.8640513
27,2022-01-02,광주광역시 서구 마륵동 97-67,35.14203865,126.8517183
28,2022-01-02,광주광역시 서구 매월동 259-2,35.12677998,126.8519103
29,2022-01-02,광주광역시 서구 벽진동 266-10,35.12788537,126.8430187
30,2022-01-02,광주광역시 서구 벽진동 266-10,35.12788537,126.8430187
31,2022-01-02,광주광역시 서구 쌍촌동 1228-4,35.14532548,126.8705805
32,2022-01-02,광주광역시 서구 쌍촌동 362-35,35.15496816,126.8655194
33,2022-01-02,광주광역시 서구 쌍촌동 973-17,35.15040201,126.8553762
34,2022-01-02,광주광역시 서구 쌍촌동 산90,35.14306227,126.8599013
35,2022-01-02,광주광역시 서구 치평동 1143,35.14935694,126.8525704
36,2022-01-02,광주광역시 서구 치평동 1174-3,35.14773221,126.8447355
37,2022-01-02,광주광역시 서구 치평동 1210-7,35.15683635,126.850446
38,2022-01-02,광주광역시 서구 치평동 1211-4,35.15599318,126.849931
39,2022-01-02,광주광역시 서구 치평동 1217-3,35.15443379,126.849931
40,2022-01-02,광주광역시 서구 치평동 1218-6,35.15498896,126.8504939
41,2022-01-02,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
42,2022-01-02,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
43,2022-01-02,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
44,2022-01-02,광주광역시 서구 치평동 1219,35.15654094,126.8516136
45,2022-01-02,광주광역시 서구 치평동 1219,35.15654094,126.8516136
46,2022-01-02,광주광역시 서구 치평동 1219,35.15654094,126.8516136
47,2022-01-02,광주광역시 서구 치평동 1219,35.15654094,126.8516136
48,2022-01-02,광주광역시 서구 치평동 1220-1,35.15498312,126.852733
49,2022-01-02,광주광역시 서구 치평동 1222-11,35.15501535,126.8532813
50,2022-01-02,광주광역시 서구 치평동 1222-1,35.15460647,126.8538906
51,2022-01-02,광주광역시 서구 치평동 1222,35.15501204,126.853885
52,2022-01-02,광주광역시 서구 치평동 1223-5,35.15455063,126.8546597
53,2022-01-02,광주광역시 서구 치평동 1223-5,35.15455063,126.8546597
54,2022-01-02,광주광역시 서구 치평동 1223,35.15497195,126.8544123
55,2022-01-02,광주광역시 서구 치평동 1223,35.15497195,126.8544123
56,2022-01-02,광주광역시 서구 치평동 1223,35.15497195,126.8544123
57,2022-01-02,광주광역시 서구 치평동 1224,35.15522399,126.853421
58,2022-01-02,광주광역시 서구 치평동 1224,35.15522399,126.853421
59,2022-01-02,광주광역시 서구 치평동 1224,35.15522399,126.853421
60,2022-01-02,광주광역시 서구 치평동 1224,35.15522399,126.853421
61,2022-01-02,광주광역시 서구 치평동 1231,35.15374512,126.8505004
62,2022-01-02,광주광역시 서구 치평동 1233-10,35.15309273,126.8491926
63,2022-01-02,광주광역시 서구 치평동 1238-4,35.15225803,126.8505213
64,2022-01-02,광주광역시 서구 치평동 1238-5,35.15249257,126.8505399
65,2022-01-02,광주광역시 서구 치평동 1244-7,35.15048136,126.853279
66,2022-01-02,광주광역시 서구 치평동 1249-2,35.15064074,126.8510708
67,2022-01-02,광주광역시 서구 치평동 1258-5,35.14958678,126.8511405
68,2022-01-02,광주광역시 서구 치평동 1258-5,35.14958678,126.8511405
69,2022-01-02,광주광역시 서구 치평동 1262-1,35.14999478,126.8532967
70,2022-01-02,광주광역시 서구 치평동 1262-1,35.14999478,126.8532967
71,2022-01-02,광주광역시 서구 치평동 1262-1,35.14999478,126.8532967
72,2022-01-02,광주광역시 서구 치평동 1262-5,35.15018395,126.8542379
73,2022-01-02,광주광역시 서구 치평동 1294-21,35.14462875,126.8435063
74,2022-01-02,광주광역시 서구 치평동 1327,35.14731121,126.8478582
75,2022-01-02,광주광역시 서구 치평동 202-1,35.15159581,126.8567534
76,2022-01-02,광주광역시 서구 치평동 275-43,35.14841296,126.8509265
77,2022-01-02,광주광역시 서구 풍암동 1090-15,35.12128637,126.8823655
78,2022-01-02,광주광역시 서구 화정동 1060,35.14091285,126.8817355
79,2022-01-02,광주광역시 서구 화정동 1240,35.14236429,126.8827363
80,2022-01-02,광주광역시 서구 화정동 1380,35.14215882,126.8829366
81,2022-01-02,광주광역시 서구 화정동 23-338,35.15773527,126.8781032
82,2022-01-03,광주광역시 서구 양동 185-1,35.14862703,126.906268
83,2022-01-03,광주광역시 서구 동천동 624,35.17147266,126.8684301
84,2022-01-03,광주광역시 서구 동천동 597,35.17157066,126.8663759
85,2022-01-03,광주광역시 서구 동천동 597,35.17157066,126.8663759
86,2022-01-03,광주광역시 서구 동천동 593,35.17161683,126.86553
87,2022-01-03,광주광역시 서구 금호동 770-1,35.13396799,126.8628588
88,2022-01-03,광주광역시 서구 금호동 771,35.13393159,126.8599407
89,2022-01-03,광주광역시 서구 금호동 778,35.13409815,126.8603992
90,2022-01-03,광주광역시 서구 금호동 779,35.13415217,126.861353
91,2022-01-03,광주광역시 서구 금호동 779,35.13415217,126.861353
92,2022-01-03,광주광역시 서구 농성동 116-7,35.15222037,126.8920073
93,2022-01-03,광주광역시 서구 농성동 483-3,35.15403501,126.8854305
94,2022-01-03,광주광역시 서구 농성동 483-3,35.15403501,126.8854305
95,2022-01-03,광주광역시 서구 동천동 261,35.17174324,126.8674823
96,2022-01-03,광주광역시 서구 동천동 652,35.17172408,126.8663958
97,2022-01-03,광주광역시 서구 마륵동 155-24,35.14666845,126.851368
98,2022-01-03,광주광역시 서구 마륵동 47-6,35.14085331,126.8512411
99,2022-01-03,광주광역시 서구 매월동 951,35.11358047,126.86018
100,2022-01-03,광주광역시 서구 매월동 952-59,35.11349999,126.8573728
101,2022-01-03,광주광역시 서구 쌍촌동 1251-1,35.14213232,126.8597387
102,2022-01-03,광주광역시 서구 쌍촌동 1376-5,35.15518999,126.8651432
103,2022-01-03,광주광역시 서구 치평동 1173,35.14803861,126.845675
104,2022-01-03,광주광역시 서구 치평동 1176-4,35.14739014,126.8476266
105,2022-01-03,광주광역시 서구 치평동 1176-4,35.14739014,126.8476266
106,2022-01-03,광주광역시 서구 치평동 1178,35.15014863,126.8476536
107,2022-01-03,광주광역시 서구 치평동 1202,35.1582653,126.8499979
108,2022-01-03,광주광역시 서구 치평동 1203-3,35.15752172,126.8504803
109,2022-01-03,광주광역시 서구 치평동 1207,35.1570289,126.8536482
110,2022-01-03,광주광역시 서구 치평동 1207,35.1570289,126.8536482
111,2022-01-03,광주광역시 서구 치평동 1207,35.1570289,126.8536482
112,2022-01-03,광주광역시 서구 치평동 1207,35.1570289,126.8536482
113,2022-01-03,광주광역시 서구 치평동 1210-3,35.15554258,126.8508922
114,2022-01-03,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
115,2022-01-03,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
116,2022-01-03,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
117,2022-01-03,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
118,2022-01-03,광주광역시 서구 치평동 1222-3,35.15406561,126.8538872
119,2022-01-03,광주광역시 서구 치평동 1222,35.15501204,126.853885
120,2022-01-03,광주광역시 서구 치평동 1223-5,35.15455063,126.8546597
121,2022-01-03,광주광역시 서구 치평동 1223-5,35.15455063,126.8546597
122,2022-01-03,광주광역시 서구 치평동 1223,35.15497195,126.8544123
123,2022-01-03,광주광역시 서구 치평동 1223,35.15497195,126.8544123
124,2022-01-03,광주광역시 서구 치평동 1223,35.15497195,126.8544123
125,2022-01-03,광주광역시 서구 치평동 1224,35.15522399,126.853421
126,2022-01-03,광주광역시 서구 치평동 1230,35.1537692,126.8520915
127,2022-01-03,광주광역시 서구 치평동 1230,35.1537692,126.8520915
128,2022-01-03,광주광역시 서구 치평동 1236-1,35.15256729,126.8489146
129,2022-01-03,광주광역시 서구 치평동 1236-3,35.15210765,126.8489211
130,2022-01-03,광주광역시 서구 치평동 1236-3,35.15210765,126.8489211
131,2022-01-03,광주광역시 서구 치평동 1237-1,35.1525229,126.8499359
132,2022-01-03,광주광역시 서구 치평동 1237,35.15272118,126.8499331
133,2022-01-03,광주광역시 서구 치평동 1240-8,35.15242986,126.8534382
134,2022-01-03,광주광역시 서구 치평동 1243-5,35.15063634,126.8544182
135,2022-01-03,광주광역시 서구 치평동 1243-6,35.15047412,126.8544204
136,2022-01-03,광주광역시 서구 치평동 1246,35.1503498,126.8536649
137,2022-01-03,광주광역시 서구 치평동 1249-2,35.15064074,126.8510708
138,2022-01-03,광주광역시 서구 치평동 1255-19,35.14913764,126.8494018
139,2022-01-03,광주광역시 서구 치평동 1255-5,35.14825919,126.849919
140,2022-01-03,광주광역시 서구 치평동 1257,35.14981952,126.8500178
141,2022-01-03,광주광역시 서구 치평동 1257,35.14981952,126.8500178
142,2022-01-03,광주광역시 서구 치평동 1258-3,35.15005586,126.8511778
143,2022-01-03,광주광역시 서구 치평동 1258,35.15013944,126.8504852
144,2022-01-03,광주광역시 서구 치평동 1259-2,35.1491235,126.8507629
145,2022-01-03,광주광역시 서구 치평동 1259-2,35.1491235,126.8507629
146,2022-01-03,광주광역시 서구 치평동 1261-3,35.14996266,126.8527594
147,2022-01-03,광주광역시 서구 치평동 1261-3,35.14996266,126.8527594
148,2022-01-03,광주광역시 서구 치평동 1324-1,35.14655048,126.8455862
149,2022-01-03,광주광역시 서구 치평동 279-10,35.14854225,126.8512539
150,2022-01-03,광주광역시 서구 치평동 280-1,35.14886237,126.8517433
151,2022-01-03,광주광역시 서구 풍암동 685-15,35.11885668,126.866283
152,2022-01-03,광주광역시 서구 화정동 23-200,35.15776281,126.8781577
153,2022-01-03,광주광역시 서구 화정동 644,35.14606309,126.8811165
154,2022-01-03,광주광역시 서구 화정동 691-17,35.14590086,126.8811187
155,2022-01-04,광주광역시 서구 동천동 625,35.17144695,126.8685732
156,2022-01-04,광주광역시 서구 동천동 598,35.17151996,126.8667389
157,2022-01-04,광주광역시 서구 동천동 593,35.17161683,126.86553
158,2022-01-04,광주광역시 서구 동천동 586,35.1716936,126.8641019
159,2022-01-04,광주광역시 서구 동천동 605,35.17125632,126.865535
160,2022-01-04,광주광역시 서구 동천동 605,35.17125632,126.865535
161,2022-01-04,광주광역시 서구 광천동 5-1,35.16367911,126.8863309
162,2022-01-04,광주광역시 서구 광천동 588-5,35.16808277,126.8839218
163,2022-01-04,광주광역시 서구 금호동 765-1,35.13530734,126.8595814
164,2022-01-04,광주광역시 서구 금호동 793-3,35.13198613,126.8591448
165,2022-01-04,광주광역시 서구 농성동 108-5,35.1523835,126.8921039
166,2022-01-04,광주광역시 서구 농성동 251-1,35.15347144,126.8858991
167,2022-01-04,광주광역시 서구 농성동 304-8,35.15386871,126.8879351
168,2022-01-04,광주광역시 서구 농성동 320-10,35.15465318,126.889933
169,2022-01-04,광주광역시 서구 농성동 481-32,35.15379584,126.884907
170,2022-01-04,광주광역시 서구 덕흥동 29-13,35.16279788,126.8413287
171,2022-01-04,광주광역시 서구 동천동 264,35.17170381,126.8680866
172,2022-01-04,광주광역시 서구 동천동 585,35.17138666,126.8640513
173,2022-01-04,광주광역시 서구 마륵동 94-8,35.14286303,126.8512019
174,2022-01-04,광주광역시 서구 매월동 952-21,35.11489607,126.8610941
175,2022-01-04,광주광역시 서구 매월동 952-35,35.11262063,126.8587563
176,2022-01-04,광주광역시 서구 쌍촌동 1375-4,35.15541418,126.8650194
177,2022-01-04,광주광역시 서구 쌍촌동 1376-5,35.15518999,126.8651432
178,2022-01-04,광주광역시 서구 쌍촌동 276-7,35.15737262,126.869141
179,2022-01-04,광주광역시 서구 양동 5-249,35.15490307,126.9015415
180,2022-01-04,광주광역시 서구 치평동 1174-3,35.14773221,126.8447355
181,2022-01-04,광주광역시 서구 치평동 1178,35.15014863,126.8476536
182,2022-01-04,광주광역시 서구 치평동 1203-1,35.15748051,126.8508869
183,2022-01-04,광주광역시 서구 치평동 1203-4,35.15776579,126.8505537
184,2022-01-04,광주광역시 서구 치평동 1207,35.1570289,126.8536482
185,2022-01-04,광주광역시 서구 치평동 1207,35.1570289,126.8536482
186,2022-01-04,광주광역시 서구 치평동 1209-4,35.15614388,126.8525191
187,2022-01-04,광주광역시 서구 치평동 1209-7,35.15553734,126.8522423
188,2022-01-04,광주광역시 서구 치평동 1210-3,35.15554258,126.8508922
189,2022-01-04,광주광역시 서구 치평동 1211-12,35.15636869,126.8496075
190,2022-01-04,광주광역시 서구 치평동 1218-1,35.15429076,126.8510086
191,2022-01-04,광주광역시 서구 치평동 1218,35.15488476,126.8509124
192,2022-01-04,광주광역시 서구 치평동 1218,35.15488476,126.8509124
193,2022-01-04,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
194,2022-01-04,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
195,2022-01-04,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
196,2022-01-04,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
197,2022-01-04,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
198,2022-01-04,광주광역시 서구 치평동 1219,35.15654094,126.8516136
199,2022-01-04,광주광역시 서구 치평동 1223,35.15497195,126.8544123
200,2022-01-04,광주광역시 서구 치평동 1223,35.15497195,126.8544123
201,2022-01-04,광주광역시 서구 치평동 1224,35.15522399,126.853421
202,2022-01-04,광주광역시 서구 치평동 1224,35.15522399,126.853421
203,2022-01-04,광주광역시 서구 치평동 1224,35.15522399,126.853421
204,2022-01-04,광주광역시 서구 치평동 1227-3,35.15365828,126.8546612
205,2022-01-04,광주광역시 서구 치평동 1227-5,35.15318962,126.8546678
206,2022-01-04,광주광역시 서구 치평동 1231,35.15374512,126.8505004
207,2022-01-04,광주광역시 서구 치평동 1233-10,35.15309273,126.8491926
208,2022-01-04,광주광역시 서구 치평동 1236,35.15266633,126.8489022
209,2022-01-04,광주광역시 서구 치평동 1237-10,35.15278,126.8494823
210,2022-01-04,광주광역시 서구 치평동 1237-10,35.15278,126.8494823
211,2022-01-04,광주광역시 서구 치평동 1237-10,35.15278,126.8494823
212,2022-01-04,광주광역시 서구 치평동 1237-10,35.15278,126.8494823
213,2022-01-04,광주광역시 서구 치평동 1237-10,35.15278,126.8494823
214,2022-01-04,광주광역시 서구 치평동 1243-6,35.15047412,126.8544204
215,2022-01-04,광주광역시 서구 치평동 1249-2,35.15064074,126.8510708
216,2022-01-04,광주광역시 서구 치평동 1255-1,35.14896322,126.8500188
217,2022-01-04,광주광역시 서구 치평동 1258-5,35.14958678,126.8511405
218,2022-01-04,광주광역시 서구 치평동 1259-5,35.14886453,126.8510189
219,2022-01-04,광주광역시 서구 치평동 1259,35.14914784,126.8504772
220,2022-01-04,광주광역시 서구 치평동 1262-1,35.14999478,126.8532967
221,2022-01-04,광주광역시 서구 치평동 1306-12,35.14621453,126.8443838
222,2022-01-04,광주광역시 서구 치평동 1310-1,35.14508304,126.843884
223,2022-01-04,광주광역시 서구 치평동 202-28,35.1515233,126.8567105
224,2022-01-04,광주광역시 서구 풍암동 837-74,35.11301837,126.8675375
225,2022-01-04,광주광역시 서구 화정동 1628,35.14599808,126.8809088
226,2022-01-04,광주광역시 서구 화정동 23-9,35.15853317,126.879585
227,2022-01-04,광주광역시 서구 화정동 452-10,35.13725933,126.8726559
228,2022-01-04,광주광역시 서구 화정동 642,35.14603443,126.8809413
229,2022-01-04,광주광역시 서구 화정동 782-26,35.15337212,126.8809836
230,2022-01-05,광주광역시 서구 동천동 631,35.17134237,126.8699249
231,2022-01-05,광주광역시 서구 동천동 624,35.17147266,126.8684301
232,2022-01-05,광주광역시 서구 동천동 625,35.17144695,126.8685732
233,2022-01-05,광주광역시 서구 동천동 597,35.17157066,126.8663759
234,2022-01-05,광주광역시 서구 동천동 593,35.17161683,126.86553
235,2022-01-05,광주광역시 서구 동천동 588,35.1716801,126.8645851
236,2022-01-05,광주광역시 서구 동천동 586,35.1716936,126.8641019
237,2022-01-05,광주광역시 서구 동천동 586,35.1716936,126.8641019
238,2022-01-05,광주광역시 서구 동천동 585,35.17138666,126.8640513
239,2022-01-05,광주광역시 서구 동천동 585,35.17138666,126.8640513
240,2022-01-05,광주광역시 서구 광천동 123-3,35.16598586,126.8784181
241,2022-01-05,광주광역시 서구 광천동 14-22,35.16191779,126.8859378
242,2022-01-05,광주광역시 서구 광천동 91-4,35.16457098,126.8823562
243,2022-01-05,광주광역시 서구 금호동 449-6,35.13960751,126.8567672
244,2022-01-05,광주광역시 서구 금호동 740-2,35.1384418,126.8612495
245,2022-01-05,광주광역시 서구 금호동 770-1,35.13396799,126.8628588
246,2022-01-05,광주광역시 서구 농성동 415-38,35.16025364,126.884347
247,2022-01-05,광주광역시 서구 농성동 488-2,35.15345325,126.8849006
248,2022-01-05,광주광역시 서구 농성동 77-21,35.15359742,126.8917801
249,2022-01-05,광주광역시 서구 동천동 262,35.17172757,126.867735
250,2022-01-05,광주광역시 서구 동천동 265,35.17165065,126.8691522
251,2022-01-05,광주광역시 서구 동천동 272,35.17146038,126.8729201
252,2022-01-05,광주광역시 서구 마륵동 91-3,35.14261789,126.8500641
253,2022-01-05,광주광역시 서구 마륵동 97-33,35.14171544,126.8518545
254,2022-01-05,광주광역시 서구 벽진동 266-10,35.12788537,126.8430187
255,2022-01-05,광주광역시 서구 세하동 171-51,35.12729567,126.8426211
256,2022-01-05,광주광역시 서구 쌍촌동 1233-1,35.14488809,126.869105
257,2022-01-05,광주광역시 서구 쌍촌동 470-5,35.14424865,126.8595336
258,2022-01-05,광주광역시 서구 쌍촌동 915-14,35.15829213,126.8681844
259,2022-01-05,광주광역시 서구 양동 42-5,35.14930408,126.9043823
260,2022-01-05,광주광역시 서구 치평동 1174-3,35.14773221,126.8447355
261,2022-01-05,광주광역시 서구 치평동 1202,35.1582653,126.8499979
262,2022-01-05,광주광역시 서구 치평동 1207,35.1570289,126.8536482
263,2022-01-05,광주광역시 서구 치평동 1207,35.1570289,126.8536482
264,2022-01-05,광주광역시 서구 치평동 1207,35.1570289,126.8536482
265,2022-01-05,광주광역시 서구 치평동 1208-9,35.15546826,126.8535164
266,2022-01-05,광주광역시 서구 치평동 1209-7,35.15553734,126.8522423
267,2022-01-05,광주광역시 서구 치평동 1218-6,35.15498896,126.8504939
268,2022-01-05,광주광역시 서구 치평동 1218-6,35.15498896,126.8504939
269,2022-01-05,광주광역시 서구 치평동 1218-6,35.15498896,126.8504939
270,2022-01-05,광주광역시 서구 치평동 1218-6,35.15498896,126.8504939
271,2022-01-05,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
272,2022-01-05,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
273,2022-01-05,광주광역시 서구 치평동 1219,35.15654094,126.8516136
274,2022-01-05,광주광역시 서구 치평동 1220,35.1548531,126.8523287
275,2022-01-05,광주광역시 서구 치평동 1222-11,35.15501535,126.8532813
276,2022-01-05,광주광역시 서구 치평동 1223-5,35.15455063,126.8546597
277,2022-01-05,광주광역시 서구 치평동 1223,35.15497195,126.8544123
278,2022-01-05,광주광역시 서구 치평동 1223,35.15497195,126.8544123
279,2022-01-05,광주광역시 서구 치평동 1223,35.15497195,126.8544123
280,2022-01-05,광주광역시 서구 치평동 1224,35.15522399,126.853421
281,2022-01-05,광주광역시 서구 치평동 1230-2,35.15374859,126.8527722
282,2022-01-05,광주광역시 서구 치평동 1231,35.15374512,126.8505004
283,2022-01-05,광주광역시 서구 치평동 1237-10,35.15278,126.8494823
284,2022-01-05,광주광역시 서구 치평동 1240,35.15274064,126.8538948
285,2022-01-05,광주광역시 서구 치평동 1243-6,35.15047412,126.8544204
286,2022-01-05,광주광역시 서구 치평동 1244-2,35.15115421,126.8538951
287,2022-01-05,광주광역시 서구 치평동 1244-4,35.15047867,126.8539485
288,2022-01-05,광주광역시 서구 치평동 1247-5,35.15114714,126.8521941
289,2022-01-05,광주광역시 서구 치평동 1247-5,35.15114714,126.8521941
290,2022-01-05,광주광역시 서구 치평동 1249-2,35.15064074,126.8510708
291,2022-01-05,광주광역시 서구 치평동 1258-5,35.14958678,126.8511405
292,2022-01-05,광주광역시 서구 치평동 1259-5,35.14886453,126.8510189
293,2022-01-05,광주광역시 서구 치평동 1262-1,35.14999478,126.8532967
294,2022-01-05,광주광역시 서구 치평동 1262-1,35.14999478,126.8532967
295,2022-01-05,광주광역시 서구 치평동 1262,35.15015722,126.8533164
296,2022-01-05,광주광역시 서구 치평동 1306-15,35.14633567,126.8447991
297,2022-01-05,광주광역시 서구 치평동 1306-2,35.14563931,126.8436128
298,2022-01-05,광주광역시 서구 치평동 280-1,35.14886237,126.8517433
299,2022-01-05,광주광역시 서구 치평동 280-1,35.14886237,126.8517433
300,2022-01-05,광주광역시 서구 화정동 1104,35.14145168,126.8824963
301,2022-01-05,광주광역시 서구 화정동 1183,35.14351004,126.8818647
302,2022-01-05,광주광역시 서구 화정동 130-4,35.15696891,126.8810113
303,2022-01-05,광주광역시 서구 화정동 23-200,35.15776281,126.8781577
304,2022-01-05,광주광역시 서구 화정동 23-309,35.15805093,126.8790976
305,2022-01-05,광주광역시 서구 화정동 23-338,35.15773527,126.8781032
306,2022-01-05,광주광역시 서구 화정동 829-6,35.14353304,126.8814254
307,2022-01-06,광주광역시 서구 동천동 624,35.17147266,126.8684301
308,2022-01-06,광주광역시 서구 동천동 590,35.17164795,126.8650027
309,2022-01-06,광주광역시 서구 동천동 586,35.1716936,126.8641019
310,2022-01-06,광주광역시 서구 동천동 586,35.1716936,126.8641019
311,2022-01-06,광주광역시 서구 금호동 1-1,35.13447591,126.8641575
312,2022-01-06,광주광역시 서구 금호동 742-1,35.13758658,126.8604055
313,2022-01-06,광주광역시 서구 금호동 765-11,35.13427917,126.8595189
314,2022-01-06,광주광역시 서구 금호동 771-1,35.1331118,126.8609506
315,2022-01-06,광주광역시 서구 금호동 778,35.13409815,126.8603992
316,2022-01-06,광주광역시 서구 금호동 778,35.13409815,126.8603992
317,2022-01-06,광주광역시 서구 내방동 841-27,35.15207766,126.8696971
318,2022-01-06,광주광역시 서구 농성동 415-36,35.16021688,126.8842706
319,2022-01-06,광주광역시 서구 농성동 451-16,35.16026393,126.8874311
320,2022-01-06,광주광역시 서구 덕흥동 32-4,35.1631043,126.8432123
321,2022-01-06,광주광역시 서구 마륵동 95-1,35.14289784,126.8510697
322,2022-01-06,광주광역시 서구 마륵동 97-29,35.14238931,126.8516256
323,2022-01-06,광주광역시 서구 매월동 621-18,35.11312913,126.8572354
324,2022-01-06,광주광역시 서구 매월동 952-30,35.11340232,126.8594475
325,2022-01-06,광주광역시 서구 매월동 952-45,35.11310911,126.8579816
326,2022-01-06,광주광역시 서구 매월동 952-45,35.11310911,126.8579816
327,2022-01-06,광주광역시 서구 쌍촌동 1244-10,35.14411958,126.8592281
328,2022-01-06,광주광역시 서구 쌍촌동 1251-6,35.1422911,126.860329
329,2022-01-06,광주광역시 서구 쌍촌동 1370-6,35.15375843,126.8662825
330,2022-01-06,광주광역시 서구 쌍촌동 328-4,35.15439617,126.8660432
331,2022-01-06,광주광역시 서구 유촌동 327-2,35.16092105,126.8505971
332,2022-01-06,광주광역시 서구 치평동 1178-8,35.14967106,126.8476713
333,2022-01-06,광주광역시 서구 치평동 1203-1,35.15748051,126.8508869
334,2022-01-06,광주광역시 서구 치평동 1207,35.1570289,126.8536482
335,2022-01-06,광주광역시 서구 치평동 1210-1,35.15613575,126.8507083
336,2022-01-06,광주광역시 서구 치평동 1211-12,35.15636869,126.8496075
337,2022-01-06,광주광역시 서구 치평동 1217-3,35.15443379,126.849931
338,2022-01-06,광주광역시 서구 치평동 1218-3,35.15431291,126.8504924
339,2022-01-06,광주광역시 서구 치평동 1218-6,35.15498896,126.8504939
340,2022-01-06,광주광역시 서구 치평동 1218-6,35.15498896,126.8504939
341,2022-01-06,광주광역시 서구 치평동 1218,35.15488476,126.8509124
342,2022-01-06,광주광역시 서구 치평동 1218,35.15488476,126.8509124
343,2022-01-06,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
344,2022-01-06,광주광역시 서구 치평동 1219-1,35.1584338,126.8516089
345,2022-01-06,광주광역시 서구 치평동 1220,35.1548531,126.8523287
346,2022-01-06,광주광역시 서구 치평동 1222-6,35.15407772,126.8532615
347,2022-01-06,광주광역시 서구 치평동 1223-5,35.15455063,126.8546597
348,2022-01-06,광주광역시 서구 치평동 1224,35.15522399,126.853421
349,2022-01-06,광주광역시 서구 치평동 1227-5,35.15318962,126.8546678
350,2022-01-06,광주광역시 서구 치평동 1230-1,35.15363702,126.8524116
351,2022-01-06,광주광역시 서구 치평동 1231-3,35.1536345,126.8511934
352,2022-01-06,광주광역시 서구 치평동 1231-7,35.15308719,126.8505096
353,2022-01-06,광주광역시 서구 치평동 1231-7,35.15308719,126.8505096
354,2022-01-06,광주광역시 서구 치평동 1236-3,35.15210765,126.8489211
355,2022-01-06,광주광역시 서구 치평동 1246,35.1503498,126.8536649
356,2022-01-06,광주광역시 서구 치평동 1246,35.1503498,126.8536649
357,2022-01-06,광주광역시 서구 치평동 1255-2,35.14871097,126.8500334
358,2022-01-06,광주광역시 서구 치평동 1256-3,35.14966527,126.8499102
359,2022-01-06,광주광역시 서구 치평동 1258-6,35.14958148,126.8505808
360,2022-01-06,광주광역시 서구 치평동 1261-3,35.14996266,126.8527594
361,2022-01-06,광주광역시 서구 치평동 1262-5,35.15018395,126.8542379
362,2022-01-06,광주광역시 서구 치평동 1306-16,35.14639131,126.844963
363,2022-01-06,광주광역시 서구 치평동 1309,35.14565157,126.8439528
364,2022-01-06,광주광역시 서구 치평동 275-43,35.14841296,126.8509265
365,2022-01-06,광주광역시 서구 치평동 280-1,35.14886237,126.8517433
366,2022-01-06,광주광역시 서구 풍암동 1171-3,35.12634746,126.8838105
367,2022-01-06,광주광역시 서구 화정동 1060,35.14091285,126.8817355
368,2022-01-06,광주광역시 서구 화정동 1184,35.14326892,126.8821094
